
Rk	team	categories	R1	R2	R3	R4	R5	Pts	Spk	1sts	2nds
1	Mohmaya Chessboard by the ocean		1st	1st	2nd	1st	1st	14	799	4	1
2	Kalesh		1st	1st	2nd	1st	2nd	13	807	3	2
3	Everything Everywhere All At Once		1st	1st	3rd	1st	1st	13	763	4	0
4	Acharya went from runner to runners		1st	1st	1st	2nd	3rd	12	805	3	1
5	The suburban debaters		2nd	1st	1st	3rd	1st	12	791	3	1
6	weed brownie camel rides		1st	1st	1st	4th	1st	12	779	4	0
7	Wubbalubbadubdub		2nd	1st	4th	1st	1st	11	781	3	1
8	Take Us At Our Best Case		2nd	2nd	1st	3rd	1st	11	764	2	2
9	Purple Butter		1st	2nd	1st	3rd	2nd	11	755	2	2
10	Breaking TVs		1st	4th	1st	1st	2nd	11	753	3	1
11	Shravan is @ Peenya		1st	1st	4th	3rd	1st	10	773	3	0
12=	Dumb and Dumber		1st	3rd	3rd	2nd	1st	10	772	2	1
12=	Our Case is an Act of God		1st	2nd	3rd	1st	3rd	10	772	2	1
14	Why did we miss break night?		2nd	2nd	2nd	2nd	2nd	10	764	0	5
15	My brain is buffering		1st	3rd	2nd	3rd	1st	10	762	2	1
16	Dholakpur		2nd	1st	2nd	1st	4th	10	761	2	2
17	Would&#x27;ve Could&#x27;ve Should&#x27;ve Taken T		2nd	3rd	1st	2nd	2nd	10	761	1	3
18	OB and Not To Be		2nd	1st	3rd	1st	3rd	10	747	2	1
19	bt in lgbt		1st	2nd	2nd	4th	2nd	9	772	1	3
20=	Nothing, Nowhere, Never		1st	3rd	1st	2nd	4th	9	761	2	1
20=	crisp failure	Novice	2nd	1st	4th	3rd	1st	9	761	2	1
22	Pan Galactic Gargle Blasters		2nd	3rd	1st	2nd	3rd	9	761	1	2
23	Bombay Vikings		3rd	3rd	1st	1st	3rd	9	757	2	0
24	Legally Brunette	Novice	4th	2nd	1st	3rd	1st	9	756	2	1
25	Allied biscuits		2nd	2nd	1st	2nd	4th	9	755	1	3
26	Jasushi		1st	3rd	3rd	2nd	2nd	9	750	1	2
27	Two People in Debsoc		2nd	1st	1st	4th	3rd	9	748	2	1
28	Neurotic Milk In My Socks	Novice	3rd	1st	3rd	2nd	2nd	9	745	1	2
29	BY2 Coffee	Novice	2nd	3rd	2nd	3rd	1st	9	740	1	2
30	Team UFM	Novice	3rd	4th	1st	1st	2nd	9	737	2	1
31	Agree to Disagree!	Novice	3rd	3rd	2nd	2nd	1st	9	736	1	2
32	Swing 1		1st	2nd	2nd	2nd	—	9	627	1	3
